"","location_name","data_date","submitted_date","Province","District","malaria_rdt_0-4","malaria_rdt_5-14","malaria_rdt_15","malaria_tot","newid"
"2691","Facility 32",2020-06-14,2020-06-14,"North","Spring",NA,NA,NA,NA,32
"2692","Facility 32",2020-06-13,2020-06-14,"North","Spring",NA,NA,NA,NA,32
"2693","Facility 4",2020-06-14,2020-06-14,"North","Bolo",NA,NA,NA,NA,4
"2694","Facility 31",2020-06-14,2020-06-14,"North","Dingo",NA,NA,NA,NA,31
"2695","Facility 58",2020-06-13,2020-06-14,"North","Spring",NA,NA,NA,NA,58
"2696","Facility 35",2020-06-14,2020-06-14,"North","Spring",NA,NA,NA,NA,35
"2697","Facility 19",2020-06-09,2020-06-14,"North","Bolo",NA,NA,NA,NA,19
"2698","Facility 35",2020-06-13,2020-06-14,"North","Spring",NA,NA,NA,NA,35
"2699","Facility 8",2020-06-13,2020-06-14,"North","Bolo",NA,NA,NA,NA,8
"2700","Facility 26",2020-06-14,2020-06-14,"North","Bolo",NA,NA,NA,NA,26
"2701","Facility 5",2020-06-09,2020-06-14,"North","Bolo",NA,NA,NA,NA,5
"2702","Facility 5",2020-06-07,2020-06-14,"North","Bolo",NA,NA,NA,NA,5
"2703","Facility 5",2020-06-06,2020-06-14,"North","Bolo",NA,NA,NA,NA,5
"2704","Facility 5",2020-06-08,2020-06-14,"North","Bolo",NA,NA,NA,NA,5
"2705","Facility 5",2020-06-08,2020-06-14,"North","Bolo",NA,NA,NA,NA,5
"2706","Facility 5",2020-06-11,2020-06-14,"North","Bolo",NA,NA,NA,NA,5
"2707","Facility 5",2020-06-13,2020-06-14,"North","Bolo",NA,NA,NA,NA,5
"2708","Facility 30",2020-06-14,2020-06-14,"North","Bolo",NA,NA,NA,NA,30
"2709","Facility 49",2020-06-13,2020-06-14,"North","Dingo",NA,NA,NA,NA,49
"2710","Facility 21",2020-06-14,2020-06-14,"North","Bolo",NA,NA,NA,NA,21
"2711","Facility 41",2020-06-13,2020-06-14,"North","Barnard",NA,NA,NA,NA,41
"2712","Facility 13",2020-06-13,2020-06-14,"North","Bolo",NA,NA,NA,NA,13
"2713","Facility 13",2020-06-12,2020-06-14,"North","Bolo",NA,NA,NA,NA,13
"2714","Facility 37",2020-06-14,2020-06-14,"North","Bolo",NA,NA,NA,NA,37
"2715","Facility 24",2020-06-14,2020-06-14,"North","Bolo",NA,NA,NA,NA,24
"2716","Facility 48",2020-06-13,2020-06-14,"North","Dingo",NA,NA,NA,NA,48
"2717","Facility 50",2020-06-13,2020-06-14,"North","Spring",NA,NA,NA,NA,50
"2718","Facility 3",2020-06-14,2020-06-14,"North","Dingo",NA,NA,NA,NA,3
"2719","Facility 55",2020-06-13,2020-06-14,"North","Bolo",NA,NA,NA,NA,55
"2720","Facility 25",2020-06-13,2020-06-14,"North","Bolo",NA,NA,NA,NA,25
"2721","Facility 23",2020-06-13,2020-06-14,"North","Dingo",NA,NA,NA,NA,23
"2722","Facility 27",2020-06-13,2020-06-14,"North","Spring",NA,NA,NA,NA,27
"2723","Facility 53",2020-06-13,2020-06-14,"North","Bolo",NA,NA,NA,NA,53
"2724","Facility 18",2020-06-13,2020-06-14,"North","Bolo",NA,NA,NA,NA,18
"2725","Facility 60",2020-06-12,2020-06-14,"North","Bolo",NA,NA,NA,NA,60
"2726","Facility 60",2020-06-13,2020-06-14,"North","Bolo",NA,NA,NA,NA,60
"2727","Facility 2",2020-06-13,2020-06-14,"North","Bolo",NA,NA,NA,NA,2
"2728","Facility 3",2020-06-13,2020-06-13,"North","Dingo",NA,NA,NA,NA,3
"2729","Facility 19",2020-06-08,2020-06-13,"North","Bolo",NA,NA,NA,NA,19
"2730","Facility 29",2020-06-12,2020-06-13,"North","Dingo",NA,NA,NA,NA,29
"2731","Facility 36",2020-06-12,2020-06-13,"North","Dingo",NA,NA,NA,NA,36
"2732","Facility 10",2020-06-13,2020-06-13,"North","Bolo",NA,NA,NA,NA,10
"2733","Facility 4",2020-06-13,2020-06-13,"North","Bolo",NA,NA,NA,NA,4
"2734","Facility 24",2020-06-08,2020-06-13,"North","Bolo",NA,NA,NA,NA,24
"2735","Facility 24",2020-06-09,2020-06-13,"North","Bolo",NA,NA,NA,NA,24
"2736","Facility 37",2020-06-13,2020-06-13,"North","Bolo",NA,NA,NA,NA,37
"2737","Facility 41",2020-06-12,2020-06-13,"North","Barnard",NA,NA,NA,NA,41
"2738","Facility 25",2020-06-10,2020-06-13,"North","Bolo",NA,NA,NA,NA,25
"2739","Facility 24",2020-06-05,2020-06-13,"North","Bolo",NA,NA,NA,NA,24
"2740","Facility 35",2020-06-12,2020-06-13,"North","Spring",NA,NA,NA,NA,35
"2741","Facility 24",2020-06-04,2020-06-13,"North","Bolo",NA,NA,NA,NA,24
"2742","Facility 30",2020-06-13,2020-06-13,"North","Bolo",NA,NA,NA,NA,30
"2743","Facility 49",2020-06-12,2020-06-13,"North","Dingo",NA,NA,NA,NA,49
"2744","Facility 21",2020-06-13,2020-06-13,"North","Bolo",NA,NA,NA,NA,21
"2745","Facility 58",2020-06-12,2020-06-13,"North","Spring",NA,NA,NA,NA,58
"2746","Facility 50",2020-06-12,2020-06-13,"North","Spring",NA,NA,NA,NA,50
"2747","Facility 58",2020-06-11,2020-06-13,"North","Spring",NA,NA,NA,NA,58
"2748","Facility 42",2020-06-11,2020-06-13,"North","Dingo",NA,NA,NA,NA,42
"2749","Facility 23",2020-06-12,2020-06-13,"North","Dingo",NA,NA,NA,NA,23
"2750","Facility 23",2020-06-11,2020-06-13,"North","Dingo",NA,NA,NA,NA,23
"2751","Facility 42",2020-06-10,2020-06-13,"North","Dingo",NA,NA,NA,NA,42
"2752","Facility 23",2020-06-10,2020-06-13,"North","Dingo",NA,NA,NA,NA,23
"2753","Facility 4",2020-06-11,2020-06-13,"North","Bolo",NA,NA,NA,NA,4
"2754","Facility 55",2020-06-12,2020-06-13,"North","Bolo",NA,NA,NA,NA,55
"2755","Facility 55",2020-06-11,2020-06-13,"North","Bolo",NA,NA,NA,NA,55
"2756","Facility 55",2020-06-10,2020-06-13,"North","Bolo",NA,NA,NA,NA,55
"2757","Facility 55",2020-06-09,2020-06-13,"North","Bolo",NA,NA,NA,NA,55
"2758","Facility 24",2020-06-13,2020-06-13,"North","Bolo",NA,NA,NA,NA,24
"2759","Facility 26",2020-06-13,2020-06-13,"North","Bolo",NA,NA,NA,NA,26
"2760","Facility 27",2020-06-10,2020-06-13,"North","Spring",NA,NA,NA,NA,27
"2761","Facility 27",2020-06-09,2020-06-13,"North","Spring",NA,NA,NA,NA,27
"2762","Facility 27",2020-06-08,2020-06-13,"North","Spring",NA,NA,NA,NA,27
"2763","Facility 27",2020-06-07,2020-06-13,"North","Spring",NA,NA,NA,NA,27
"2764","Facility 32",2020-06-11,2020-06-12,"North","Spring",NA,NA,NA,NA,32
"2765","Facility 29",2020-06-11,2020-06-12,"North","Dingo",NA,NA,NA,NA,29
"2766","Facility 60",2020-06-11,2020-06-12,"North","Bolo",NA,NA,NA,NA,60
"2767","Facility 35",2020-06-11,2020-06-12,"North","Spring",NA,NA,NA,NA,35
"2768","Facility 50",2020-06-11,2020-06-12,"North","Spring",NA,NA,NA,NA,50
"2769","Facility 26",2020-06-12,2020-06-12,"North","Bolo",NA,NA,NA,NA,26
"2770","Facility 49",2020-06-11,2020-06-12,"North","Dingo",NA,NA,NA,NA,49
"2771","Facility 21",2020-06-12,2020-06-12,"North","Bolo",NA,NA,NA,NA,21
"2772","Facility 37",2020-06-12,2020-06-12,"North","Bolo",NA,NA,NA,NA,37
"2773","Facility 55",2020-06-08,2020-06-12,"North","Bolo",NA,NA,NA,NA,55
"2774","Facility 55",2020-06-07,2020-06-12,"North","Bolo",NA,NA,NA,NA,55
"2775","Facility 55",2020-06-06,2020-06-12,"North","Bolo",NA,NA,NA,NA,55
"2776","Facility 55",2020-06-05,2020-06-12,"North","Bolo",NA,NA,NA,NA,55
"2777","Facility 55",2020-06-04,2020-06-12,"North","Bolo",NA,NA,NA,NA,55
"2778","Facility 55",2020-06-03,2020-06-12,"North","Bolo",NA,NA,NA,NA,55
"2779","Facility 53",2020-06-11,2020-06-12,"North","Bolo",NA,NA,NA,NA,53
"2780","Facility 13",2020-06-11,2020-06-12,"North","Bolo",NA,NA,NA,NA,13
"2781","Facility 9",2020-06-11,2020-06-12,"North","Spring",NA,NA,NA,NA,9
"2782","Facility 2",2020-06-11,2020-06-12,"North","Bolo",NA,NA,NA,NA,2
"2783","Facility 2",2020-06-10,2020-06-12,"North","Bolo",NA,NA,NA,NA,2
"2784","Facility 24",2020-06-12,2020-06-12,"North","Bolo",NA,NA,NA,NA,24
"2785","Facility 3",2020-06-12,2020-06-12,"North","Dingo",NA,NA,NA,NA,3
"2786","Facility 29",2020-06-10,2020-06-11,"North","Dingo",NA,NA,NA,NA,29
"2787","Facility 26",2020-06-11,2020-06-11,"North","Bolo",NA,NA,NA,NA,26
"2788","Facility 48",2020-06-10,2020-06-11,"North","Dingo",NA,NA,NA,NA,48
"2789","Facility 5",2020-06-10,2020-06-11,"North","Bolo",NA,NA,NA,NA,5
"2790","Facility 58",2020-06-10,2020-06-11,"North","Spring",NA,NA,NA,NA,58
"2791","Facility 38",2020-06-11,2020-06-11,"North","Bolo",NA,NA,NA,NA,38
"2792","Facility 38",2020-06-10,2020-06-11,"North","Bolo",NA,NA,NA,NA,38
"2793","Facility 21",2020-06-11,2020-06-11,"North","Bolo",NA,NA,NA,NA,21
"2794","Facility 37",2020-06-11,2020-06-11,"North","Bolo",NA,NA,NA,NA,37
"2795","Facility 35",2020-06-10,2020-06-11,"North","Spring",NA,NA,NA,NA,35
"2796","Facility 43",2020-06-10,2020-06-11,"North","Dingo",NA,NA,NA,NA,43
"2797","Facility 43",2020-06-09,2020-06-11,"North","Dingo",NA,NA,NA,NA,43
"2798","Facility 43",2020-06-08,2020-06-11,"North","Dingo",NA,NA,NA,NA,43
"2799","Facility 43",2020-06-07,2020-06-11,"North","Dingo",NA,NA,NA,NA,43
"2800","Facility 49",2020-06-10,2020-06-11,"North","Dingo",NA,NA,NA,NA,49
"2801","Facility 13",2020-06-10,2020-06-11,"North","Bolo",NA,NA,NA,NA,13
"2802","Facility 13",2020-06-09,2020-06-11,"North","Bolo",NA,NA,NA,NA,13
"2803","Facility 50",2020-06-10,2020-06-11,"North","Spring",NA,NA,NA,NA,50
"2804","Facility 24",2020-06-11,2020-06-11,"North","Bolo",NA,NA,NA,NA,24
"2805","Facility 53",2020-06-10,2020-06-11,"North","Bolo",NA,NA,NA,NA,53
"2806","Facility 3",2020-06-11,2020-06-11,"North","Dingo",NA,NA,NA,NA,3
"2807","Facility 24",2020-06-10,2020-06-11,"North","Bolo",NA,NA,NA,NA,24
"2808","Facility 26",2020-06-10,2020-06-10,"North","Bolo",NA,NA,NA,NA,26
"2809","Facility 32",2020-06-10,2020-06-10,"North","Spring",NA,NA,NA,NA,32
"2810","Facility 18",2020-06-10,2020-06-10,"North","Bolo",NA,NA,NA,NA,18
"2811","Facility 48",2020-06-09,2020-06-10,"North","Dingo",NA,NA,NA,NA,48
"2812","Facility 10",2020-06-10,2020-06-10,"North","Bolo",NA,NA,NA,NA,10
"2813","Facility 4",2020-06-10,2020-06-10,"North","Bolo",NA,NA,NA,NA,4
"2814","Facility 19",2020-06-07,2020-06-10,"North","Bolo",NA,NA,NA,NA,19
"2815","Facility 38",2020-06-09,2020-06-10,"North","Bolo",NA,NA,NA,NA,38
"2816","Facility 35",2020-06-09,2020-06-10,"North","Spring",NA,NA,NA,NA,35
"2817","Facility 29",2020-06-09,2020-06-10,"North","Dingo",NA,NA,NA,NA,29
"2818","Facility 8",2020-06-09,2020-06-10,"North","Bolo",NA,NA,NA,NA,8
"2819","Facility 60",2020-06-09,2020-06-10,"North","Bolo",NA,NA,NA,NA,60
"2820","Facility 60",2020-06-08,2020-06-10,"North","Bolo",NA,NA,NA,NA,60
"2821","Facility 31",2020-06-10,2020-06-10,"North","Dingo",NA,NA,NA,NA,31
"2822","Facility 58",2020-06-09,2020-06-10,"North","Spring",NA,NA,NA,NA,58
"2823","Facility 21",2020-06-10,2020-06-10,"North","Bolo",NA,NA,NA,NA,21
"2824","Facility 55",2020-06-27,2020-06-28,"North","Bolo",NA,NA,NA,NA,55
"2825","Facility 55",2020-06-26,2020-06-28,"North","Bolo",NA,NA,NA,NA,55
"2826","Facility 55",2020-06-25,2020-06-28,"North","Bolo",NA,NA,NA,NA,55
"2827","Facility 55",2020-06-24,2020-06-28,"North","Bolo",NA,NA,NA,NA,55
"2828","Facility 55",2020-06-23,2020-06-28,"North","Bolo",NA,NA,NA,NA,55
"2829","Facility 5",2020-06-20,2020-06-28,"North","Bolo",13,21,21,55,5
"2830","Facility 5",2020-06-19,2020-06-28,"North","Bolo",0,0,0,0,5
"2831","Facility 21",2020-06-28,2020-06-28,"North","Bolo",36,14,6,56,21
"2832","Facility 24",2020-06-27,2020-06-28,"North","Bolo",10,17,41,68,24
"2833","Facility 1",2020-06-27,2020-06-28,"North","Spring",NA,NA,NA,NA,1
"2834","Facility 26",2020-06-27,2020-06-28,"North","Bolo",3,2,14,19,26
"2835","Facility 26",2020-06-26,2020-06-28,"North","Bolo",0,0,0,0,26
"2836","Facility 26",2020-06-25,2020-06-28,"North","Bolo",0,0,0,0,26
"2837","Facility 26",2020-06-24,2020-06-28,"North","Bolo",1,2,6,9,26
"2838","Facility 26",2020-06-23,2020-06-28,"North","Bolo",NA,NA,NA,NA,26
"2839","Facility 25",2020-06-27,2020-06-28,"North","Bolo",NA,NA,NA,NA,25
"2840","Facility 37",2020-06-28,2020-06-28,"North","Bolo",NA,NA,NA,NA,37
"2841","Facility 25",2020-06-24,2020-06-28,"North","Bolo",NA,NA,NA,NA,25
"2842","Facility 26",2020-06-22,2020-06-28,"North","Bolo",NA,NA,NA,NA,26
"2843","Facility 26",2020-06-21,2020-06-28,"North","Bolo",NA,NA,NA,NA,26
"2844","Facility 26",2020-06-20,2020-06-28,"North","Bolo",NA,NA,NA,NA,26
"2845","Facility 33",2020-06-27,2020-06-28,"North","Barnard",1,5,11,17,33
"2846","Facility 26",2020-06-17,2020-06-28,"North","Bolo",NA,NA,NA,NA,26
"2847","Facility 26",2020-06-16,2020-06-28,"North","Bolo",NA,NA,NA,NA,26
"2848","Facility 3",2020-06-28,2020-06-28,"North","Dingo",NA,NA,NA,NA,3
"2849","Facility 7",2020-06-28,2020-06-28,"North","Spring",NA,NA,NA,NA,7
"2850","Facility 27",2020-06-27,2020-06-28,"North","Spring",NA,NA,NA,NA,27
"2851","Facility 27",2020-06-27,2020-06-28,"North","Spring",NA,NA,NA,NA,27
"2852","Facility 27",2020-06-27,2020-06-28,"North","Spring",NA,NA,NA,NA,27
"2853","Facility 37",2020-06-27,2020-06-28,"North","Bolo",NA,NA,NA,NA,37
"2854","Facility 23",2020-06-27,2020-06-28,"North","Dingo",NA,NA,NA,NA,23
"2855","Facility 13",2020-06-26,2020-06-28,"North","Bolo",NA,NA,NA,NA,13
"2856","Facility 51",2020-06-27,2020-06-28,"North","Spring",NA,NA,NA,NA,51
"2857","Facility 13",2020-06-25,2020-06-28,"North","Bolo",NA,NA,NA,NA,13
"2858","Facility 18",2020-06-27,2020-06-28,"North","Bolo",8,7,6,21,18
"2859","Facility 32",2020-06-27,2020-06-28,"North","Spring",NA,NA,NA,NA,32
"2860","Facility 2",2020-06-27,2020-06-28,"North","Bolo",NA,NA,NA,NA,2
"2861","Facility 15",2020-06-26,2020-06-27,"North","Barnard",NA,NA,NA,NA,15
"2862","Facility 36",2020-06-27,2020-06-27,"North","Dingo",NA,NA,NA,NA,36
"2863","Facility 29",2020-06-26,2020-06-27,"North","Dingo",NA,NA,NA,NA,29
"2864","Facility 58",2020-06-26,2020-06-27,"North","Spring",NA,NA,NA,NA,58
"2865","Facility 4",2020-06-27,2020-06-27,"North","Bolo",10,22,21,53,4
"2866","Facility 10",2020-06-27,2020-06-27,"North","Bolo",NA,NA,NA,NA,10
"2867","Facility 8",2020-06-24,2020-06-27,"North","Bolo",2,1,19,22,8
"2868","Facility 33",2020-06-24,2020-06-27,"North","Barnard",3,4,5,12,33
"2869","Facility 35",2020-06-27,2020-06-27,"North","Spring",NA,NA,NA,NA,35
"2870","Facility 21",2020-06-27,2020-06-27,"North","Bolo",NA,NA,NA,NA,21
"2871","Facility 51",2020-06-25,2020-06-27,"North","Spring",NA,NA,NA,NA,51
"2872","Facility 65",2020-06-20,2020-06-27,"North","Spring",NA,NA,NA,NA,65
"2873","Facility 65",2020-06-21,2020-06-27,"North","Spring",NA,NA,NA,NA,65
"2874","Facility 65",2020-06-24,2020-06-27,"North","Spring",NA,NA,NA,NA,65
"2875","Facility 65",2020-06-23,2020-06-27,"North","Spring",NA,NA,NA,NA,65
"2876","Facility 65",2020-06-22,2020-06-27,"North","Spring",NA,NA,NA,NA,65
"2877","Facility 27",2020-06-24,2020-06-27,"North","Spring",NA,NA,NA,NA,27
"2878","Facility 23",2020-06-24,2020-06-27,"North","Dingo",NA,NA,NA,NA,23
"2879","Facility 3",2020-06-27,2020-06-27,"North","Dingo",NA,NA,NA,NA,3
"2880","Facility 50",2020-06-26,2020-06-27,"North","Spring",NA,NA,NA,NA,50
"2881","Facility 1",2020-06-26,2020-06-27,"North","Spring",NA,NA,NA,NA,1
"2882","Facility 1",2020-06-24,2020-06-27,"North","Spring",NA,NA,NA,NA,1
"2883","Facility 1",2020-06-23,2020-06-27,"North","Spring",NA,NA,NA,NA,1
"2884","Facility 1",2020-06-25,2020-06-27,"North","Spring",NA,NA,NA,NA,1
"2885","Facility 58",2020-06-25,2020-06-26,"North","Spring",NA,NA,NA,NA,58
"2886","Facility 29",2020-06-25,2020-06-26,"North","Dingo",NA,NA,NA,NA,29
"2887","Facility 36",2020-06-26,2020-06-26,"North","Dingo",NA,NA,NA,NA,36
"2888","Facility 28",2020-06-24,2020-06-26,"North","Spring",23,12,29,64,28
"2889","Facility 28",2020-06-25,2020-06-26,"North","Spring",18,10,10,38,28
"2890","Facility 28",2020-06-25,2020-06-26,"North","Spring",18,10,10,38,28
"2891","Facility 37",2020-06-26,2020-06-26,"North","Bolo",NA,NA,NA,NA,37
"2892","Facility 9",2020-06-25,2020-06-26,"North","Spring",NA,NA,NA,NA,9
"2893","Facility 21",2020-06-26,2020-06-26,"North","Bolo",NA,NA,NA,NA,21
"2894","Facility 50",2020-06-25,2020-06-26,"North","Spring",NA,NA,NA,NA,50
"2895","Facility 35",2020-06-26,2020-06-26,"North","Spring",NA,NA,NA,NA,35
"2896","Facility 2",2020-06-25,2020-06-26,"North","Bolo",NA,NA,NA,NA,2
"2897","Facility 32",2020-06-25,2020-06-26,"North","Spring",NA,NA,NA,NA,32
"2898","Facility 15",2020-06-25,2020-06-26,"North","Barnard",NA,NA,NA,NA,15
"2899","Facility 3",2020-06-26,2020-06-26,"North","Dingo",NA,NA,NA,NA,3
"2900","Facility 3",2020-06-26,2020-06-26,"North","Dingo",NA,NA,NA,NA,3
"2901","Facility 25",2020-06-23,2020-06-26,"North","Bolo",NA,NA,NA,NA,25
"2902","Facility 29",2020-06-24,2020-06-25,"North","Dingo",NA,NA,NA,NA,29
"2903","Facility 37",2020-06-25,2020-06-25,"North","Bolo",NA,NA,NA,NA,37
"2904","Facility 36",2020-06-25,2020-06-25,"North","Dingo",NA,NA,NA,NA,36
"2905","Facility 58",2020-06-24,2020-06-25,"North","Spring",NA,NA,NA,NA,58
"2906","Facility 9",2020-06-24,2020-06-25,"North","Spring",NA,NA,NA,NA,9
"2907","Facility 48",2020-06-23,2020-06-25,"North","Dingo",NA,NA,NA,NA,48
"2908","Facility 9",2020-06-23,2020-06-25,"North","Spring",NA,NA,NA,NA,9
"2909","Facility 35",2020-06-25,2020-06-25,"North","Spring",NA,NA,NA,NA,35
"2910","Facility 21",2020-06-25,2020-06-25,"North","Bolo",NA,NA,NA,NA,21
"2911","Facility 60",2020-06-23,2020-06-25,"North","Bolo",NA,NA,NA,NA,60
"2912","Facility 13",2020-06-24,2020-06-25,"North","Bolo",NA,NA,NA,NA,13
"2913","Facility 50",2020-06-24,2020-06-25,"North","Spring",NA,NA,NA,NA,50
"2914","Facility 15",2020-06-24,2020-06-25,"North","Barnard",NA,NA,NA,NA,15
"2915","Facility 18",2020-06-24,2020-06-25,"North","Bolo",NA,NA,NA,NA,18
"2916","Facility 51",2020-06-24,2020-06-25,"North","Spring",NA,NA,NA,NA,51
"2917","Facility 3",2020-06-25,2020-06-25,"North","Dingo",NA,NA,NA,NA,3
"2918","Facility 2",2020-06-24,2020-06-25,"North","Bolo",NA,NA,NA,NA,2
"2919","Facility 2",2020-06-23,2020-06-25,"North","Bolo",NA,NA,NA,NA,2
"2920","Facility 2",2020-06-22,2020-06-25,"North","Bolo",NA,NA,NA,NA,2
"2921","Facility 2",2020-06-21,2020-06-25,"North","Bolo",NA,NA,NA,NA,2
"2922","Facility 36",2020-06-24,2020-06-24,"North","Dingo",NA,NA,NA,NA,36
"2923","Facility 4",2020-06-24,2020-06-24,"North","Bolo",NA,NA,NA,NA,4
"2924","Facility 37",2020-06-24,2020-06-24,"North","Bolo",NA,NA,NA,NA,37
"2925","Facility 14",2020-06-24,2020-06-24,"North","Dingo",NA,NA,NA,NA,14
"2926","Facility 10",2020-06-24,2020-06-24,"North","Bolo",NA,NA,NA,NA,10
"2927","Facility 19",2020-06-23,2020-06-24,"North","Bolo",NA,NA,NA,NA,19
"2928","Facility 35",2020-06-24,2020-06-24,"North","Spring",NA,NA,NA,NA,35
"2929","Facility 21",2020-06-24,2020-06-24,"North","Bolo",NA,NA,NA,NA,21
"2930","Facility 51",2020-06-23,2020-06-24,"North","Spring",NA,NA,NA,NA,51
"2931","Facility 8",2020-06-22,2020-06-24,"North","Bolo",NA,NA,NA,NA,8
"2932","Facility 13",2020-06-23,2020-06-24,"North","Bolo",NA,NA,NA,NA,13
"2933","Facility 58",2020-06-23,2020-06-24,"North","Spring",NA,NA,NA,NA,58
"2934","Facility 32",2020-06-23,2020-06-24,"North","Spring",NA,NA,NA,NA,32
"2935","Facility 28",2020-06-23,2020-06-24,"North","Spring",16,14,35,65,28
"2936","Facility 18",2020-06-23,2020-06-24,"North","Bolo",NA,NA,NA,NA,18
"2937","Facility 49",2020-06-23,2020-06-24,"North","Dingo",NA,NA,NA,NA,49
"2938","Facility 50",2020-06-23,2020-06-24,"North","Spring",NA,NA,NA,NA,50
"2939","Facility 3",2020-06-24,2020-06-24,"North","Dingo",NA,NA,NA,NA,3
"2940","Facility 23",2020-06-23,2020-06-24,"North","Dingo",NA,NA,NA,NA,23
"2941","Facility 27",2020-06-23,2020-06-24,"North","Spring",NA,NA,NA,NA,27
"2942","Facility 27",2020-06-22,2020-06-24,"North","Spring",NA,NA,NA,NA,27
"2943","Facility 27",2020-06-21,2020-06-24,"North","Spring",NA,NA,NA,NA,27
"2944","Facility 36",2020-06-23,2020-06-23,"North","Dingo",NA,NA,NA,NA,36
"2945","Facility 29",2020-06-22,2020-06-23,"North","Dingo",NA,NA,NA,NA,29
"2946","Facility 4",2020-06-23,2020-06-23,"North","Bolo",NA,NA,NA,NA,4
"2947","Facility 37",2020-06-10,2020-06-10,"North","Bolo",NA,NA,NA,NA,37
"2948","Facility 3",2020-06-10,2020-06-10,"North","Dingo",NA,NA,NA,NA,3
"2949","Facility 23",2020-06-09,2020-06-10,"North","Dingo",NA,NA,NA,NA,23
"2950","Facility 50",2020-06-09,2020-06-10,"North","Spring",NA,NA,NA,NA,50
"2951","Facility 53",2020-06-09,2020-06-10,"North","Bolo",NA,NA,NA,NA,53
"2952","Facility 49",2020-06-09,2020-06-10,"North","Dingo",NA,NA,NA,NA,49
"2953","Facility 18",2020-06-09,2020-06-10,"North","Bolo",NA,NA,NA,NA,18
"2954","Facility 2",2020-06-08,2020-06-10,"North","Bolo",NA,NA,NA,NA,2
"2955","Facility 2",2020-06-09,2020-06-10,"North","Bolo",NA,NA,NA,NA,2
"2956","Facility 34",2020-06-09,2020-06-09,"North","Dingo",NA,NA,NA,NA,34
"2957","Facility 32",2020-06-09,2020-06-09,"North","Spring",NA,NA,NA,NA,32
"2958","Facility 46",2020-06-08,2020-06-09,"North","Dingo",NA,NA,NA,NA,46
"2959","Facility 4",2020-06-09,2020-06-09,"North","Bolo",NA,NA,NA,NA,4
"2960","Facility 10",2020-06-09,2020-06-09,"North","Bolo",NA,NA,NA,NA,10
"2961","Facility 29",2020-06-08,2020-06-09,"North","Dingo",NA,NA,NA,NA,29
"2962","Facility 37",2020-06-09,2020-06-09,"North","Bolo",NA,NA,NA,NA,37
"2963","Facility 36",2020-06-08,2020-06-09,"North","Dingo",NA,NA,NA,NA,36
"2964","Facility 36",2020-06-07,2020-06-09,"North","Dingo",NA,NA,NA,NA,36
"2965","Facility 9",2020-06-09,2020-06-09,"North","Spring",NA,NA,NA,NA,9
"2966","Facility 9",2020-06-09,2020-06-09,"North","Spring",NA,NA,NA,NA,9
"2967","Facility 21",2020-06-09,2020-06-09,"North","Bolo",NA,NA,NA,NA,21
"2968","Facility 23",2020-06-08,2020-06-09,"North","Dingo",NA,NA,NA,NA,23
"2969","Facility 8",2020-06-07,2020-06-09,"North","Bolo",NA,NA,NA,NA,8
"2970","Facility 8",2020-06-08,2020-06-09,"North","Bolo",NA,NA,NA,NA,8
"2971","Facility 38",2020-06-08,2020-06-09,"North","Bolo",NA,NA,NA,NA,38
"2972","Facility 3",2020-06-09,2020-06-09,"North","Dingo",NA,NA,NA,NA,3
"2973","Facility 25",2020-06-08,2020-06-09,"North","Bolo",NA,NA,NA,NA,25
"2974","Facility 42",2020-06-08,2020-06-09,"North","Dingo",NA,NA,NA,NA,42
"2975","Facility 58",2020-06-08,2020-06-09,"North","Spring",NA,NA,NA,NA,58
"2976","Facility 31",2020-06-09,2020-06-09,"North","Dingo",NA,NA,NA,NA,31
"2977","Facility 26",2020-06-09,2020-06-09,"North","Bolo",NA,NA,NA,NA,26
"2978","Facility 53",2020-06-08,2020-06-09,"North","Bolo",NA,NA,NA,NA,53
"2979","Facility 18",2020-06-08,2020-06-09,"North","Bolo",NA,NA,NA,NA,18
"2980","Facility 29",2020-06-04,2020-06-08,"North","Dingo",NA,NA,NA,NA,29
"2981","Facility 32",2020-06-07,2020-06-08,"North","Spring",NA,NA,NA,NA,32
"2982","Facility 29",2020-06-03,2020-06-08,"North","Dingo",NA,NA,NA,NA,29
"2983","Facility 32",2020-06-08,2020-06-08,"North","Spring",NA,NA,NA,NA,32
"2984","Facility 29",2020-06-02,2020-06-08,"North","Dingo",NA,NA,NA,NA,29
"2985","Facility 29",2020-06-01,2020-06-08,"North","Dingo",NA,NA,NA,NA,29
"2986","Facility 14",2020-06-08,2020-06-08,"North","Dingo",NA,NA,NA,NA,14
"2987","Facility 29",2020-06-07,2020-06-08,"North","Dingo",NA,NA,NA,NA,29
"2988","Facility 58",2020-06-07,2020-06-08,"North","Spring",NA,NA,NA,NA,58
"2989","Facility 34",2020-06-08,2020-06-08,"North","Dingo",NA,NA,NA,NA,34
"2990","Facility 34",2020-06-08,2020-06-08,"North","Dingo",NA,NA,NA,NA,34
"2991","Facility 42",2020-05-25,2020-06-08,"North","Dingo",NA,NA,NA,NA,42
"2992","Facility 38",2020-06-07,2020-06-08,"North","Bolo",NA,NA,NA,NA,38
"2993","Facility 19",2020-06-06,2020-06-08,"North","Bolo",NA,NA,NA,NA,19
"2994","Facility 18",2020-06-07,2020-06-08,"North","Bolo",NA,NA,NA,NA,18
"2995","Facility 23",2020-06-07,2020-06-08,"North","Dingo",NA,NA,NA,NA,23
"2996","Facility 25",2020-06-07,2020-06-08,"North","Bolo",NA,NA,NA,NA,25
